,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,flags,window,chksum,urgptr,options,payload,payload_raw,payload_hex
20,4,5,0,52,13599,DF,0,64,6,44393,172.28.0.2,172.28.0.1,0,1648867611.4301908,8080,60946,1943066706,3325652347,8,0,A,501,22626,0,3,0,b'',b''
21,4,5,0,337,13600,DF,0,64,6,44107,172.28.0.2,172.28.0.1,0,1648867611.431064,8080,60946,1943066706,3325652347,8,0,PA,501,22911,0,3,285,"b'HTTP/1.1 200 OK\r\nContent-Type: text/html\r\nContent-Length: 2\r\nAccess-Control-Allow-Credentials: true\r\nAccess-Control-Allow-Origin: https://colab.research.google.com\r\nSet-Cookie: io=s5Vyxg5QkGBdyalgAAAA; Path=/; HttpOnly\r\nDate: Sat, 02 Apr 2022 02:46:51 GMT\r\nConnection: keep-alive\r\n\r\nok'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f68746d6c0d0a436f6e74656e742d4c656e6774683a20320d0a4163636573732d436f6e74726f6c2d416c6c6f772d43726564656e7469616c733a20747275650d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a5365742d436f6f6b69653a20696f3d73355679786735516b47426479616c67414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a205361742c2030322041707220323032322030323a34363a353120474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a6f6b'
22,4,5,0,52,15365,DF,0,64,6,42627,172.28.0.1,172.28.0.2,0,1648867611.431084,60946,8080,3325652347,1943066991,8,0,A,501,22626,0,3,0,b'',b''
23,4,5,0,613,15366,DF,0,64,6,42065,172.28.0.1,172.28.0.2,0,1648867611.538298,60946,8080,3325652347,1943066991,8,0,PA,501,23187,0,3,561,"b'GET /api/colab/resources HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36,gzip(gfe)\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.9,en;q=0.8\r\nReferer: https://colab.research.google.com/\r\nSec-Ch-Ua: "" Not A;Brand"";v=""99"", ""Chromium"";v=""100"", ""Google Chrome"";v=""100""\r\nSec-Ch-Ua-Mobile: ?0\r\nSec-Ch-Ua-Platform: ""Windows""\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\n\r\n'",b'474554202f6170692f636f6c61622f7265736f757263657320485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b2078363429204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f3130302e302e343839362e3630205361666172692f3533372e33362c677a697028676665290d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e392c656e3b713d302e380d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d43682d55613a2022204e6f7420413b4272616e64223b763d223939222c20224368726f6d69756d223b763d22313030222c2022476f6f676c65204368726f6d65223b763d22313030220d0a5365632d43682d55612d4d6f62696c653a203f300d0a5365632d43682d55612d506c6174666f726d3a202257696e646f7773220d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a0d0a'
24,4,5,0,60,34812,DF,0,64,6,23170,172.28.0.2,172.28.0.3,0,1648867611.5399945,51626,6000,1550109640,0,10,0,S,64240,22636,0,5,0,b'',b''
25,4,5,0,60,0,DF,0,64,6,57982,172.28.0.3,172.28.0.2,0,1648867611.5400567,6000,51626,2691854423,1550109641,10,0,SA,65160,22636,0,5,0,b'',b''
26,4,5,0,52,34813,DF,0,64,6,23177,172.28.0.2,172.28.0.3,0,1648867611.540084,51626,6000,1550109641,2691854424,8,0,A,502,22628,0,3,0,b'',b''
27,4,5,0,1132,14690,DF,0,64,6,42222,172.28.0.2,172.28.0.1,0,1648867611.5414157,8080,60872,3998465597,3745636919,8,0,PA,501,23706,0,3,1080,"b'HTTP/1.1 200 OK\r\nContent-Type: text/plain; charset=UTF-8\r\nContent-Encoding: gzip\r\nContent-Length: 827\r\nAccess-Control-Allow-Origin: *\r\nSet-Cookie: io=s5Vyxg5QkGBdyalgAAAA; Path=/; HttpOnly\r\nDate: Sat, 02 Apr 2022 02:46:51 GMT\r\nConnection: keep-alive\r\n\r\n\x1f\x8b\x08\x00\x00\x00\x00\x00\x00\x03\xd5\x98\xdfo\xda0\x10\xc7\xff\x95)\xcf\xa5\xf9\xe1@\x02\xaf\x93\xa6M\xda\xa4i\xdb[3E\xc6\xb9\x80Uc\xa7\xb6\xc3\xca\xaa\xfe\xef\xbb$l%\x84\xad`Z\xa4=\xa0\xd8&\xb6?>\x9f\xbfwN<M\xa7\xb38\xf2\x0b\x98\xd7\x8b\x05\xe8\xab\x1b\xaf\xa0\x96zW\x0f\xdds\xe6\xbdU\xd2\x82\xb4\xa3\x8f \x17v9{\x13\x93\x84d:\x93\xcd\xef!\xf3\xe6\xaa\xd8d\xde\x0cK\xa5\xa6+0X\xbe\xc1\n/\xb0\x10\x86\xd3\xab\xcc\x93\xd8\x8c\x95\xcc3 \x80\xd9\xcc\xc36\xa3j\xcd\xa0\xebWQ\xbbl\xff\xf7k\xa3}\xa1\x18\x15\xbe\xe0s\xbf\xda\xd8\xa5\x92\xe4:\xf1\x0bn\xec\xa8\xa2\xec\x96.\xc0\xf8\x86\xd1j\xe3\x9b\xba\x02m\x14\xbb\x05{]!\xc1#\x8e*\xb8l\xc6\x8c\xc6\xcd\xb4L\x89z%\x1b\n\xacT\x1a\x0c.\x82Z\xae\xe4{.m\xc7S\xcf\xad\x80\xa6\xeb\x1f\xe0(\xd8\x05\xceu-_\n\x17d\xa1\x81\xad\xf7Y\xc30\x19\xbb\xc2\x06Q\xcf\xba\x92\x97\xe5k\xd3F\x13\xe2l\xdap\x976\xcb\xea  l\xa5\x8a\x1a\xdfk+\xf0w\xf8\xed\xdb\xbc\xa3\x1eqY\xd5v\x14\x8f&q@\xcay\x19L\x83\x92\x0c\xc7\xf8\x02%h\x90\xed`a\xba\xb3\x8a\xfe\x12v\x10\xc7\xbb\x84\xb8\xf79S\xc5?\xa8\x8e4\xe9\x87\xcf\xed\x1f>S\x1a|4\x10h\xca,_\x83Y\x82\x10\x03\xdfM\xd3\xc8\xd5\xc2\x93}|jl.q\t\xe6\xd2k\x88\x9c\xd7\x90\x0c\xb6\x00\'\xb80~\x12\xa6\xae\xf8\xe9\xab\xe0\xa3\xdf\xdf\x82\x96 \xfc\x9f\xab\xbb\x83\xccc\x92\xb8""\xf7$\xbaP9\xdc\x03\xab\xed\xf9n\xff\x04\xcd\xab\xae00t\xe0j\xe7\xbeLo\x89s\rw5\x98\xf3\x03\xcc\x13y\xf7\x98S\x03\xfb\xecd\xea\x1ecz\xb2\x8dS#\x1f[\xe6\xed\xbe^\x84=""\xee""N\x0e\xb1\x83\xbe\x0cw\xea\xcaMz\xfe""k!\xf2\x1f\x9aV\xd5\x0b\x80[\xa5%-\x94o,\xb6`\xc0@q\xb9\x1fd$$\x08\x1c\xc9\xa7\xbd\xe3\x99\xb7\x92B\x05\x9a\x87\xdd\x9e\x8d\x8eb\xe2\xc3\x1a!\x84RU+-V\x03]\xed\xc3\xc7$tv\x97\xb8G\xbf\xa4\xb2\x10\xcd9e\xeb\x8b\xc1\xa7\xee\xf0\xe3C\xf0\xed\x9c\xe7\x07\xd4c\xf1\xc7\xce\x914\x9a\xfc\xaf>\x1fF\xc9+Z\xfe7|%\xa8-\x95^\xf9\xd4l$\xe3j\x98\xeb:\x9b> \xfb\x87\xf69\xea\x1e\xef\x16\xa8\xf3\x0f\xb3\xcf\x95:\'\'\xfd\xec\xa4\xd5\x12\xd5\xa6\xc7\x0el\x8d>\xe7\x87\x01\xc3$\x9d\xb8\xeat\xef\x8e\xd0\x00\xe2\x0e\xe1,\xcf\xba\xec\xa9\x8c\xe3\xd8U\x16H\xff\xd2e\xa9>?\xe18\xda%\x89\xabK\x12\xf2\xf2\xd4\xfb!\x1b\xb5e _\xceY\x12\xe9E\x0eAk\x89)\x12\x97H~\x84\xc7>opM9Nh\r\xde\x08d\xc9\x17>\xb2\x0b\xceZ\xa8\xc1y\x8b\x9d\xbd\xb9\x17@N\xbb\xf1\x9e\xba\x07yg""\xd0\x03\x9fq\xa6\x9f\x0c\xd4\xe2\x98\xebp\x0f\x16;U\x9b\x81A]?x\x90d@\xd4Y\x13/\xba\xf9\x8a\xf2\xd3T\xf6 [8=1\xc5\xfc\xdetn5\xa6m\xc7\x9et\xfe\tQ\xbe-1\x9c\x17_\x9b\x00\xf9n\xfb]\x0c_\xb4\x9bj{e\xe9z<\xe2\x00\xbf\x00\x08\x04\xd4g\x82\x13\x00\x00'",b'485454502f312e3120323030204f4b0d0a436f6e74656e742d547970653a20746578742f706c61696e3b20636861727365743d5554462d380d0a436f6e74656e742d456e636f64696e673a20677a69700d0a436f6e74656e742d4c656e6774683a203832370d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a202a0d0a5365742d436f6f6b69653a20696f3d73355679786735516b47426479616c67414141413b20506174683d2f3b20487474704f6e6c790d0a446174653a205361742c2030322041707220323032322030323a34363a353120474d540d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a1f8b0800000000000003d598df6fda3010c7ff9529cfa5f9e14002af93a64ddaa469db5b3345c6b9805563a7b6c3caaafeefbb246c2584ad605aa43da0d826b63f3e9fbf774e3c4da7b338f20b98d78b05e8ab1bafa0967a570fdd73e6bd55d282b4a38f201776397b139384643a93cdef21f3e6aad864de0c4ba5a62b3058bec10a2fb01086d3abcc93d88c95cc332080d9ccc336a36acda0eb5751bb6cfff76ba37da11815bee073bfdad8a592e43af10b6eeca8a2ec962ec0f886d16ae39bba026d14bb057b5d21c1238e2ab86cc68cc6cdb44c897a251b0aac541a0c2e825aaee47b2e6dc753cfad80a6eb1fe028d805ce752d5f0a1764a181adf759c33019bbc20651cfba9297e56bd34613e26cda709736cbea20206ca58a1adf6b2bf077f8eddbbca31e7159d576148f267140ca79194c83920cc7f802256890ed6061bab38afe127610c7bb84b8f73953c53fa88e34e987cfed1f3e531a7c341068ca2c5f8359821003df4dd3c8d5c2937d7c6a6c2e7109e6d26b889cd7900cb60027b8307e12a6aef8e9abe0a3dfdf829620fc9fabbb83cc6392b822f724ba5039dc03abedf96eff04cdabae303074e06ae7be4c6f89730d773598f303cc1379f7985303fbec64ea1e637ab28d53231f5be6edbe5e843d22ee224e0eb183be0c77eaca4d7afe226b21f21f9a56d50b805ba5252d946f2cb660c04071b91f642424081cc9a7bde399b79242059a87dd9e8d8e62e2c31a218452552b2d56035dedc3c724747697b847bfa4b210cd3965eb8bc1a7eef0e343f0ed9ce707d463f1c7ce91349afcaf3e1f46c92b5afe377c25a82d955ef9d46c24e36a98eb3a9b3e20fb87f639ea1eef16a8f30fb3cf953a2727fdeca4d512d5a6c70e6c8d3ee78701c3249db8ea74ef8ed000e20ee12ccfbaeca98ce3d8551648ffd265a93e3fe138da2589ab4b12f2f2d4fb211bb565205fce5912e9450e416b89291297487e84c73e6f704d394e680dde0864c9173eb20bce5aa8c1798b9dbdb917404ebbf19eba07796722d0039f71a69f0cd4e298eb700f163b559b81415d3f78906440d459132fbaf98af2d354f6205b383d31c5fcde746e35a66dc79e74fe0951be2d319c175f9b00f96efb5d0c5fb49b6a7b65e97a3ce200bf000804d46782130000'
28,4,5,0,52,6505,DF,0,64,6,51487,172.28.0.1,172.28.0.2,0,1648867611.541462,60872,8080,3745636919,3998466677,8,0,A,501,22626,0,3,0,b'',b''
29,4,5,0,632,34814,DF,0,64,6,22596,172.28.0.2,172.28.0.3,0,1648867611.5417101,51626,6000,1550109641,2691854424,8,0,PA,502,23208,0,3,580,"b'GET /api/colab/resources HTTP/1.1\r\nsec-fetch-site: same-origin\r\nsec-fetch-mode: cors\r\nsec-fetch-dest: empty\r\nsec-ch-ua-platform: ""Windows""\r\nsec-ch-ua-mobile: ?0\r\nsec-ch-ua: "" Not A;Brand"";v=""99"", ""Chromium"";v=""100"", ""Google Chrome"";v=""100""\r\nreferer: https://colab.research.google.com/\r\naccept-language: es-ES,es;q=0.9,en;q=0.8\r\naccept-encoding: gzip, deflate, br,gzip(gfe)\r\naccept: */*\r\nuser-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36,gzip(gfe)\r\nhost: colab.research.google.com\r\nconnection: close\r\n\r\n'",b'474554202f6170692f636f6c61622f7265736f757263657320485454502f312e310d0a7365632d66657463682d736974653a2073616d652d6f726967696e0d0a7365632d66657463682d6d6f64653a20636f72730d0a7365632d66657463682d646573743a20656d7074790d0a7365632d63682d75612d706c6174666f726d3a202257696e646f7773220d0a7365632d63682d75612d6d6f62696c653a203f300d0a7365632d63682d75613a2022204e6f7420413b4272616e64223b763d223939222c20224368726f6d69756d223b763d22313030222c2022476f6f676c65204368726f6d65223b763d22313030220d0a726566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a6163636570742d6c616e67756167653a2065732d45532c65733b713d302e392c656e3b713d302e380d0a6163636570742d656e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a6163636570743a202a2f2a0d0a757365722d6167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b2078363429204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f3130302e302e343839362e3630205361666172692f3533372e33362c677a697028676665290d0a686f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a636f6e6e656374696f6e3a20636c6f73650d0a0d0a'
30,4,5,0,52,30028,DF,0,64,6,27962,172.28.0.3,172.28.0.2,0,1648867611.5417547,6000,51626,2691854424,1550110221,8,0,A,505,22628,0,3,0,b'',b''
31,4,5,0,642,16589,DF,0,64,6,40811,172.28.0.3,172.28.0.2,0,1648867611.5443277,60986,9000,2624032917,2101674774,8,0,PA,501,23218,0,3,590,"b'GET /api/colab/resources HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36,gzip(gfe)\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.9,en;q=0.8\r\nReferer: https://colab.research.google.com/\r\nSec-Ch-Ua: "" Not A;Brand"";v=""99"", ""Chromium"";v=""100"", ""Google Chrome"";v=""100""\r\nSec-Ch-Ua-Mobile: ?0\r\nSec-Ch-Ua-Platform: ""Windows""\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nX-Forwarded-For: 172.28.0.2\r\n\r\n'",b'474554202f6170692f636f6c61622f7265736f757263657320485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b2078363429204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f3130302e302e343839362e3630205361666172692f3533372e33362c677a697028676665290d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e392c656e3b713d302e380d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d43682d55613a2022204e6f7420413b4272616e64223b763d223939222c20224368726f6d69756d223b763d22313030222c2022476f6f676c65204368726f6d65223b763d22313030220d0a5365632d43682d55612d4d6f62696c653a203f300d0a5365632d43682d55612d506c6174666f726d3a202257696e646f7773220d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a582d466f727761726465642d466f723a203137322e32382e302e320d0a0d0a'
32,4,5,0,52,13601,DF,0,64,6,44391,172.28.0.2,172.28.0.1,0,1648867611.578896,8080,60946,1943066991,3325652908,8,0,A,501,22626,0,3,0,b'',b''
33,4,5,0,52,51210,DF,0,64,6,6780,172.28.0.2,172.28.0.3,0,1648867611.5848973,9000,60986,2101674774,2624033507,8,0,A,501,22628,0,3,0,b'',b''
34,4,5,0,640,51211,DF,0,64,6,6191,172.28.0.2,172.28.0.3,0,1648867611.5854023,9000,60986,2101674774,2624033507,8,0,PA,501,23216,0,3,588,"b'HTTP/1.1 200 OK\r\nServer: TornadoServer/5.1.1\r\nContent-Type: application/json\r\nDate: Sat, 02 Apr 2022 02:46:51 GMT\r\nContent-Security-Policy: frame-ancestors \'self\'; report-uri /api/security/csp-report; default-src \'none\'\r\nAccess-Control-Allow-Origin: *\r\nEtag: ""3fe1ddee0e448849e7b8b41234507446f171cb6c""\r\nContent-Length: 164\r\nSet-Cookie: username-colab-research-google-com=""""; expires=Fri, 02 Apr 2021 02:46:51 GMT; Path=/\r\n\r\n)]}\'\n{""ram"": {""usage"": 948707328, ""limit"": 13622181888}, ""gpu"": {""usage"": 0, ""limit"": 0, ""ever_used"": false}, ""disk"": {""usage"": 42495512576, ""limit"": 115658190848}}'",b'485454502f312e3120323030204f4b0d0a5365727665723a20546f726e61646f5365727665722f352e312e310d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a446174653a205361742c2030322041707220323032322030323a34363a353120474d540d0a436f6e74656e742d53656375726974792d506f6c6963793a206672616d652d616e636573746f7273202773656c66273b207265706f72742d757269202f6170692f73656375726974792f6373702d7265706f72743b2064656661756c742d73726320276e6f6e65270d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a202a0d0a457461673a202233666531646465653065343438383439653762386234313233343530373434366631373163623663220d0a436f6e74656e742d4c656e6774683a203136340d0a5365742d436f6f6b69653a20757365726e616d652d636f6c61622d72657365617263682d676f6f676c652d636f6d3d22223b20657870697265733d4672692c2030322041707220323032312030323a34363a353120474d543b20506174683d2f0d0a0d0a295d7d270a7b2272616d223a207b227573616765223a203934383730373332382c20226c696d6974223a2031333632323138313838387d2c2022677075223a207b227573616765223a20302c20226c696d6974223a20302c2022657665725f75736564223a2066616c73657d2c20226469736b223a207b227573616765223a2034323439353531323537362c20226c696d6974223a203131353635383139303834387d7d'
35,4,5,0,52,16590,DF,0,64,6,41400,172.28.0.3,172.28.0.2,0,1648867611.585453,60986,9000,2624033507,2101675362,8,0,A,501,22628,0,3,0,b'',b''
36,4,5,0,659,30029,DF,0,64,6,27354,172.28.0.3,172.28.0.2,0,1648867611.5858297,6000,51626,2691854424,1550110221,8,0,PA,505,23235,0,3,607,"b'HTTP/1.1 200 OK\r\nAccess-Control-Allow-Origin: *\r\nContent-Length: 164\r\nContent-Security-Policy: frame-ancestors \'self\'; report-uri /api/security/csp-report; default-src \'none\'\r\nContent-Type: application/json\r\nDate: Sat, 02 Apr 2022 02:46:51 GMT\r\nEtag: ""3fe1ddee0e448849e7b8b41234507446f171cb6c""\r\nServer: TornadoServer/5.1.1\r\nSet-Cookie: username-colab-research-google-com=""""; expires=Fri, 02 Apr 2021 02:46:51 GMT; Path=/\r\nConnection: close\r\n\r\n)]}\'\n{""ram"": {""usage"": 948707328, ""limit"": 13622181888}, ""gpu"": {""usage"": 0, ""limit"": 0, ""ever_used"": false}, ""disk"": {""usage"": 42495512576, ""limit"": 115658190848}}'",b'485454502f312e3120323030204f4b0d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a202a0d0a436f6e74656e742d4c656e6774683a203136340d0a436f6e74656e742d53656375726974792d506f6c6963793a206672616d652d616e636573746f7273202773656c66273b207265706f72742d757269202f6170692f73656375726974792f6373702d7265706f72743b2064656661756c742d73726320276e6f6e65270d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a446174653a205361742c2030322041707220323032322030323a34363a353120474d540d0a457461673a202233666531646465653065343438383439653762386234313233343530373434366631373163623663220d0a5365727665723a20546f726e61646f5365727665722f352e312e310d0a5365742d436f6f6b69653a20757365726e616d652d636f6c61622d72657365617263682d676f6f676c652d636f6d3d22223b20657870697265733d4672692c2030322041707220323032312030323a34363a353120474d543b20506174683d2f0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a295d7d270a7b2272616d223a207b227573616765223a203934383730373332382c20226c696d6974223a2031333632323138313838387d2c2022677075223a207b227573616765223a20302c20226c696d6974223a20302c2022657665725f75736564223a2066616c73657d2c20226469736b223a207b227573616765223a2034323439353531323537362c20226c696d6974223a203131353635383139303834387d7d'
37,4,5,0,52,34815,DF,0,64,6,23175,172.28.0.2,172.28.0.3,0,1648867611.5858521,51626,6000,1550110221,2691855031,8,0,A,501,22628,0,3,0,b'',b''
38,4,5,0,52,30030,DF,0,64,6,27960,172.28.0.3,172.28.0.2,0,1648867611.5859606,6000,51626,2691855031,1550110221,8,0,FA,505,22628,0,3,0,b'',b''
39,4,5,0,659,13602,DF,0,64,6,43783,172.28.0.2,172.28.0.1,0,1648867611.5868149,8080,60946,1943066991,3325652908,8,0,PA,501,23233,0,3,607,"b'HTTP/1.1 200 OK\r\naccess-control-allow-origin: *\r\ncontent-length: 164\r\ncontent-security-policy: frame-ancestors \'self\'; report-uri /api/security/csp-report; default-src \'none\'\r\ncontent-type: application/json\r\ndate: Sat, 02 Apr 2022 02:46:51 GMT\r\netag: ""3fe1ddee0e448849e7b8b41234507446f171cb6c""\r\nserver: TornadoServer/5.1.1\r\nset-cookie: username-colab-research-google-com=""""; expires=Fri, 02 Apr 2021 02:46:51 GMT; Path=/\r\nconnection: close\r\n\r\n)]}\'\n{""ram"": {""usage"": 948707328, ""limit"": 13622181888}, ""gpu"": {""usage"": 0, ""limit"": 0, ""ever_used"": false}, ""disk"": {""usage"": 42495512576, ""limit"": 115658190848}}'",b'485454502f312e3120323030204f4b0d0a6163636573732d636f6e74726f6c2d616c6c6f772d6f726967696e3a202a0d0a636f6e74656e742d6c656e6774683a203136340d0a636f6e74656e742d73656375726974792d706f6c6963793a206672616d652d616e636573746f7273202773656c66273b207265706f72742d757269202f6170692f73656375726974792f6373702d7265706f72743b2064656661756c742d73726320276e6f6e65270d0a636f6e74656e742d747970653a206170706c69636174696f6e2f6a736f6e0d0a646174653a205361742c2030322041707220323032322030323a34363a353120474d540d0a657461673a202233666531646465653065343438383439653762386234313233343530373434366631373163623663220d0a7365727665723a20546f726e61646f5365727665722f352e312e310d0a7365742d636f6f6b69653a20757365726e616d652d636f6c61622d72657365617263682d676f6f676c652d636f6d3d22223b20657870697265733d4672692c2030322041707220323032312030323a34363a353120474d543b20506174683d2f0d0a636f6e6e656374696f6e3a20636c6f73650d0a0d0a295d7d270a7b2272616d223a207b227573616765223a203934383730373332382c20226c696d6974223a2031333632323138313838387d2c2022677075223a207b227573616765223a20302c20226c696d6974223a20302c2022657665725f75736564223a2066616c73657d2c20226469736b223a207b227573616765223a2034323439353531323537362c20226c696d6974223a203131353635383139303834387d7d'
40,4,5,0,52,15367,DF,0,64,6,42625,172.28.0.1,172.28.0.2,0,1648867611.5868418,60946,8080,3325652908,1943067598,8,0,A,501,22626,0,3,0,b'',b''
41,4,5,0,52,15368,DF,0,64,6,42624,172.28.0.1,172.28.0.2,0,1648867611.587076,60946,8080,3325652908,1943067598,8,0,FA,501,22626,0,3,0,b'',b''
42,4,5,0,52,34816,DF,0,64,6,23174,172.28.0.2,172.28.0.3,0,1648867611.5913925,51626,6000,1550110221,2691855032,8,0,FA,501,22628,0,3,0,b'',b''
43,4,5,0,52,30031,DF,0,64,6,27959,172.28.0.3,172.28.0.2,0,1648867611.5914543,6000,51626,2691855032,1550110222,8,0,A,505,22628,0,3,0,b'',b''
44,4,5,0,52,13603,DF,0,64,6,44389,172.28.0.2,172.28.0.1,0,1648867611.5915706,8080,60946,1943067598,3325652909,8,0,FA,501,22626,0,3,0,b'',b''
45,4,5,0,52,15369,DF,0,64,6,42623,172.28.0.1,172.28.0.2,0,1648867611.591587,60946,8080,3325652909,1943067599,8,0,A,501,22626,0,3,0,b'',b''
46,4,5,0,663,6506,DF,0,64,6,50875,172.28.0.1,172.28.0.2,0,1648867611.832953,60872,8080,3745636919,3998466677,8,0,PA,501,23237,0,3,611,"b'GET /socket.io/?EIO=3&sid=s5Vyxg5QkGBdyalgAAAA&t=N_eAnF3&transport=polling HTTP/1.1\r\nHost: colab.research.google.com\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36,gzip(gfe)\r\nAccept: */*\r\nAccept-Encoding: gzip, deflate, br,gzip(gfe)\r\nAccept-Language: es-ES,es;q=0.9,en;q=0.8\r\nReferer: https://colab.research.google.com/\r\nSec-Ch-Ua: "" Not A;Brand"";v=""99"", ""Chromium"";v=""100"", ""Google Chrome"";v=""100""\r\nSec-Ch-Ua-Mobile: ?0\r\nSec-Ch-Ua-Platform: ""Windows""\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\n\r\n'",b'474554202f736f636b65742e696f2f3f45494f3d33267369643d73355679786735516b47426479616c674141414126743d4e5f65416e4633267472616e73706f72743d706f6c6c696e6720485454502f312e310d0a486f73743a20636f6c61622e72657365617263682e676f6f676c652e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b2078363429204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f3130302e302e343839362e3630205361666172692f3533372e33362c677a697028676665290d0a4163636570743a202a2f2a0d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c677a697028676665290d0a4163636570742d4c616e67756167653a2065732d45532c65733b713d302e392c656e3b713d302e380d0a526566657265723a2068747470733a2f2f636f6c61622e72657365617263682e676f6f676c652e636f6d2f0d0a5365632d43682d55613a2022204e6f7420413b4272616e64223b763d223939222c20224368726f6d69756d223b763d22313030222c2022476f6f676c65204368726f6d65223b763d22313030220d0a5365632d43682d55612d4d6f62696c653a203f300d0a5365632d43682d55612d506c6174666f726d3a202257696e646f7773220d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2073616d652d6f726967696e0d0a0d0a'
47,4,5,0,52,14691,DF,0,64,6,43301,172.28.0.2,172.28.0.1,0,1648867611.8332174,8080,60872,3998466677,3745637530,8,0,A,501,22626,0,3,0,b'',b''
